source_entity,target_entity,relationship_description,relationship_strength,readable_id,relationship_id,source_chunk_ids,embedding
EMPEROR,FLEET,The emperor was informed about the enemy's fleet,7.0,402,eeef49e7-282b-4831-aaf6-c6f0690b7799,['64ab865f-b990-471d-bb69-c49ba1ccbfa0'],[]
HARBOUR,FLEET,The enemy's fleet is anchored in the harbour,8.0,403,4cc05491-b875-4114-b1f6-066b8b0564ad,['64ab865f-b990-471d-bb69-c49ba1ccbfa0'],[]
SEAMEN,CHANNEL,The seamen provided information about the depth of the channel,7.0,404,b1e2675f-8784-41b5-9391-9c770958bc58,['64ab865f-b990-471d-bb69-c49ba1ccbfa0'],[]
BLEFUSCU,ENEMY'S FLEET,The enemy's fleet is anchored off the coast of Blefuscu,8.0,405,bba11c40-22a7-473b-a50c-ae4fdd451937,['77206937-b4e3-4c6e-8097-6bc79b00d901'],[]
HOUSE,CABLE,The speaker ordered a great quantity of the strongest cable for their house,6.0,406,72918635-f2f1-4bfa-b824-d73e756e4324,['77206937-b4e3-4c6e-8097-6bc79b00d901'],[]
HOUSE,BARS OF IRON,The speaker ordered a great quantity of bars of iron for their house,6.0,407,b33e94c5-753c-4021-9fcf-b6ce41066073,['77206937-b4e3-4c6e-8097-6bc79b00d901'],[]
CABLE,IRON BARS,The cable was trebled by twisting three iron bars together,7.0,408,f63a2c00-82c3-445d-949f-49346f3fbfaf,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
CABLE,HOOKS,Fifty hooks were fixed to the cable,6.0,409,c9592e8f-ee23-43cc-ad2b-630efa9a1a2e,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
SEA,SHORE,The protagonist walked into the sea and swam to the shore,9.0,410,eea0870d-0139-4798-abc3-0f2d6355174b,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
SEA,FLEET,The protagonist arrived at the fleet by swimming in the sea,8.0,411,75e3b4e4-aad4-49e8-8a4a-0f1b8b54214b,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
ENEMY,SHORE,The enemy swam to the shore after seeing the protagonist,7.0,412,54741fe8-361e-4567-8456-1e3edc952a46,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
IRON BARS,HANDS,Several arrows stuck in the protagonist's hands while working with the iron bars,5.0,413,f8c36c7f-2bab-4f54-aa7a-0c7ecd425514,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
IRON BARS,FACE,Several arrows stuck in the protagonist's face while working with the iron bars,5.0,414,ade6b842-b389-407b-92bd-39bad7212668,['0b5ff04d-2aef-4783-9d02-4d90bc8ee002'],[]
SPECTACLES,EMPEROR,The spectacles were hidden from the emperor's searchers,8.0,415,eb7f31b8-bcd8-4726-b958-b17e92988924,['f29a171d-54b1-403d-a36d-e7ce68bccd5d'],[]
SHIPS,BLEFUSCUDIANS,The protagonist cut the cables of the ships belonging to the Blefuscudians,8.0,416,45f9fb78-aa8a-47b0-a943-df3f1aec636e,['30065ab5-f8fa-4da3-a42f-6c32a597f98e'],[]
SHIPS,CHANNEL,The ships move forward in the channel,6.0,417,d94b553f-a6a1-49b0-a94a-6185a9921b8e,['33d4474d-7ab9-43cb-9ed9-64933941218c'],[]
CHANNEL,EMPEROR,The emperor is concerned about the depth of the channel,8.0,418,e5eeef89-bc46-4ed0-8608-752d9f561386,['33d4474d-7ab9-43cb-9ed9-64933941218c'],[]
CHANNEL,ENEMY'S FLEET,The emperor fears that the enemy's fleet is approaching through the channel,9.0,419,c7611f3f-0382-4bbe-962b-1ad650cd28ef,['33d4474d-7ab9-43cb-9ed9-64933941218c'],[]
CHANNEL,KING OF LILLIPUT,The emperor realizes that the channel is becoming shallower and is relieved,8.0,420,099e33ac-fb66-42e4-a13f-1fa5d2627106,['33d4474d-7ab9-43cb-9ed9-64933941218c'],[]
KING OF LILLIPUT,NARDAC,The king bestows the title of nardac upon the narrator,10.0,421,8dee4e62-ee22-451f-bbda-7fa458c3b14c,['33d4474d-7ab9-43cb-9ed9-64933941218c'],[]
HIS MAJESTY,BLEFUSCU,His Majesty desires to reduce the empire of Blefuscu into a province and govern it as a viceroy,8.0,422,53c18e12-55be-4648-af82-e9bdcf15a14c,['f81e7316-df8f-4645-a1f9-a8e9ed510d79'],[]
HIS MAJESTY,BIG-ENDIAN EXILES,His Majesty desires to destroy the Big-endian exiles,7.0,423,26fa5ac3-5bbf-458b-9ea4-888f7619f838,['f81e7316-df8f-4645-a1f9-a8e9ed510d79'],[]
HIS MAJESTY,VICEROY,His Majesty desires to appoint a viceroy to rule over the province of Blefuscu,6.0,424,6eda4833-1e50-465e-95b9-177ef14d355e,['f81e7316-df8f-4645-a1f9-a8e9ed510d79'],[]
HIS MAJESTY,COUNCIL,"The council plays a crucial role in advising His Majesty, as seen in the debate over reducing Blefuscu into a province.",6.0,425,897a7022-f835-4999-92b3-f595355a38a7,"['f81e7316-df8f-4645-a1f9-a8e9ed510d79', 'a2c84f83-0d95-4614-9728-3dea443c92a4']",[]
HIS MAJESTY,MINISTRY,The wisest part of the ministry were of the opinion to divert His Majesty from his design,9.0,426,cdb1f234-83da-45b2-b94b-751f1f8f0119,['f81e7316-df8f-4645-a1f9-a8e9ed510d79'],[]
IMPERIAL MAJESTY,COUNCIL,The Imperial Majesty acknowledges the speaker's declaration during the council meeting and values the advice given by the Council.,6.0,427,57890788-fa5b-49bc-bcd5-fca9d277e7c6,"['10711ac2-b872-43fd-aea3-b5d0b80c583c', '140cfa37-4348-408a-9a86-9742233b2116']",[]
IMPERIAL MAJESTY,MINISTERS,The Imperial Majesty conspired with the ministers against the speaker,9.0,428,7a381e6b-3ba2-4aa5-bb2f-08d10ea439f8,['10711ac2-b872-43fd-aea3-b5d0b80c583c'],[]
BLEFUSCU,EMPEROR,Blefuscu sent an embassy to negotiate peace with our emperor,5.0,429,d60ca135-367e-4c7c-99f0-16f198c950d8,['f664eb04-237d-433d-b006-d5f3181df441'],[]
EMBASSY,BLEFUSCU,The embassy was sent by Blefuscu to negotiate peace,5.0,430,32086961-86b4-456e-874f-3db5923e9e43,['f664eb04-237d-433d-b006-d5f3181df441'],[]
EMBASSY,EMPEROR,The embassy negotiated a peace treaty with our emperor,8.0,431,2f31510a-4047-4259-b61f-c722b475f138,['f664eb04-237d-433d-b006-d5f3181df441'],[]
AMBASSADORS,EMBASSY,The ambassadors were part of the embassy sent by Blefuscu,5.0,432,24006405-cd1f-455c-b63e-8d87e71c3725,['f664eb04-237d-433d-b006-d5f3181df441'],[]
AMBASSADORS,BLEFUSCU,The ambassadors came from Blefuscu to negotiate peace,5.0,433,28205fae-77a5-4176-a378-86e3df28b889,['f664eb04-237d-433d-b006-d5f3181df441'],[]
AMBASSADORS,EMPEROR,The ambassadors negotiated a peace treaty with our emperor,8.0,434,9e1f3884-c0e6-4de4-a128-ad92b2d45474,['f664eb04-237d-433d-b006-d5f3181df441'],[]
EXCELLENCIES,EMPEROR,"The speaker entertained the excellencies, who were representatives of the emperor",5.0,435,950932d5-7c55-4b6f-a2b7-87364dbee94e,['c718e2e5-c778-4703-aa5a-f35f73433428'],[]
EMPEROR,BLEFUSCUDIAN MONARCH,The speaker desired to present his respects to the emperor of Blefuscu,7.0,436,820ac2ca-229c-4aa6-b094-457958558d6a,['c718e2e5-c778-4703-aa5a-f35f73433428'],[]
EMPEROR,FLIMNAP,Flimnap represented the speaker's interaction with the ambassadors as disaffection,6.0,437,593b81cf-4c69-4544-98db-ce1cf78716d6,['c718e2e5-c778-4703-aa5a-f35f73433428'],[]
EMPEROR,BOLGOLAM,Bolgolam represented the speaker's interaction with the ambassadors as disaffection,6.0,438,89d74b7d-bf13-4bc5-9719-2541be4ef66d,['c718e2e5-c778-4703-aa5a-f35f73433428'],[]
AMBASSADORS,INTERPRETER,The ambassadors communicate with the speaker through the interpreter,8.0,439,111f159f-a5c3-4fb4-8988-568c44af259f,['68b54959-92ce-4f77-a488-bccc1ccd1fbd'],[]
EMPEROR,AMBASSADORS,The emperor has seized the fleet of the empires and has the advantage in negotiations,9.0,440,d9f80707-2d49-423d-a9ee-5c9d788c8daa,['68b54959-92ce-4f77-a488-bccc1ccd1fbd'],[]
EMPEROR,LILLIPUTIAN TONGUE,The emperor obliges the ambassadors to deliver their speech in the Lilliputian tongue,7.0,441,5edf47a3-f701-4b8c-bdd1-448e9520126b,['68b54959-92ce-4f77-a488-bccc1ccd1fbd'],[]
MARITIME PARTS,BLEFUSCU,Blefuscu is a country located in the maritime parts,5.0,442,594ea4ee-904b-4354-b5dc-bf75da1f2efe,['86b14bc3-d69f-4ae2-9fb8-cf19e7863001'],[]
EMPEROR OF BLEFUSCU,BLEFUSCU,The emperor of Blefuscu rules over the country,8.0,443,f00d9e34-62c3-4a57-9d67-b44648bed1b3,['86b14bc3-d69f-4ae2-9fb8-cf19e7863001'],[]
MAID OF HONOUR,PALACE,"The maid of honour's carelessness resulted in a fire in the palace, and it also prompted the narrator to try to reach the palace.",7.5,444,a1c9aa47-20c6-4c56-b308-358bc52c65f3,"['c1eb9827-0e58-4c87-97f1-9783a8225b09', 'eff65827-e66a-4064-a41e-7915a7ebd1fe']",[]
MAID OF HONOUR,EMPEROR,"The maid of honour's carelessness caused a fire in the palace, which affected the emperor's family",8.0,445,eafbe587-87df-46f7-8025-5663ca234a3e,['c1eb9827-0e58-4c87-97f1-9783a8225b09'],[]
BUCKETS,POOR PEOPLE,Poor people supplied the speaker with buckets to extinguish the flames,5.0,446,c9b44225-fb9d-4035-986c-9196c20df29d,['40a2ee05-6dff-45ec-9b65-2c42ce010f21'],[]
LEATHERN JERKIN,PALACE,The speaker left the burning palace wearing only a leathern jerkin,6.0,447,d5c0695c-30c5-4cd6-96a1-d1c1b70df211,['40a2ee05-6dff-45ec-9b65-2c42ce010f21'],[]
EXPEDIENT,PALACE,The expedient thought of by the speaker saved the palace from burning down,9.0,448,0f8e8f6e-b922-4af5-ba68-f9b8338452a1,['40a2ee05-6dff-45ec-9b65-2c42ce010f21'],[]
URINE,FIRE,Urine was used to extinguish the fire,8.0,449,4882f1b5-fd21-478a-8f13-4347c0b3d4de,['578c5ad6-0ca3-424e-a84f-caf69efc6e8a'],[]
URINE,PILE,Urine was applied to the pile to prevent destruction,6.0,450,fc08ae88-2107-4200-b44f-b4474fee6027,['578c5ad6-0ca3-424e-a84f-caf69efc6e8a'],[]
EMPEROR,GRAND JUSTICIARY,The emperor will order the grand justiciary to pardon the protagonist,8.0,451,8b923284-8938-4ade-b200-dcbe007158aa,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
EMPEROR,PALACE,"The emperor resides in the palace, and it is forbidden for anyone, including the protagonist, to urinate in the palace.",9.0,452,b7e04a6c-f013-4068-90d4-2b31b4dcae86,"['032d6fd7-c6db-455a-8b59-214c0e79e37e', '6d13c704-6e76-4262-9184-65a6f30d703e']",[]
EMPEROR,BUILDINGS,The empress vows revenge and refuses to repair the damaged buildings,8.0,453,cd52fb94-b9e3-43a6-8364-b443a4929822,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
EMPEROR,EMPEROR,The protagonist is concerned about how the emperor will react to his actions,6.0,454,612d123b-ad62-46f5-a223-fe04fe1f8429,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
GRAND JUSTICIARY,EMPEROR,The grand justiciary will pass the protagonist's pardon,8.0,455,5001a8e4-cdf1-4d6d-91f6-fd1fb7b06d02,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
PALACE,EMPEROR,Urinating in the palace is forbidden by the emperor,9.0,456,57f4df40-251f-474b-8537-d7b66e315a85,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
EMPRESS,COURT,The empress moves to the distant side of the court in response to the protagonist's actions,7.0,457,a37f4708-5846-46e3-b062-9ea1682b1e65,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
EMPRESS,BUILDINGS,The empress vows revenge and refuses to repair the damaged buildings,8.0,458,a50e0273-db5a-4aff-8339-c1d81b9351b7,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
COURT,EMPRESS,The empress moves to the distant side of the court in response to the protagonist's actions,7.0,459,eab774a9-8c84-4dce-a002-4cc5b335c444,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
BUILDINGS,EMPEROR,The empress vows revenge and refuses to repair the damaged buildings,8.0,460,b5c7583b-a82f-4e38-adb8-7988fda2bc18,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
BUILDINGS,EMPRESS,The empress vows revenge and refuses to repair the damaged buildings,8.0,461,70a0f697-d939-4cbf-b740-edc588df2979,['032d6fd7-c6db-455a-8b59-214c0e79e37e'],[]
AUTHOR,GREAT LADY,The author defends the great lady in his writing,7.0,462,f86a8998-10b9-4fb6-b2dc-aee2fc38a22a,['b9c8a47a-bcbd-40eb-835e-7e0160c43604'],[]
LILLIPUT,CHILDREN,Lilliput has a specific way of educating their children,6.0,463,d2c6a12d-7e61-4894-96cf-e488c318f4ad,['b9c8a47a-bcbd-40eb-835e-7e0160c43604'],[]
COOK,LARK,"The cook in the empire was observed pulling a lark, which was smaller than a common fly",5.0,464,1e7921d5-e5cd-4805-8634-fd80fad8123d,['dea49e50-452b-456e-9d64-eccf44facbff'],[]
TALLEST TREES,GREAT ROYAL PARK,The tallest trees are located in the great royal park,6.0,465,c6debd49-e2f0-46fc-b045-a2a18b385381,['c27a2f0c-98b9-4804-9d83-fa90495ec8d5'],[]
EUROPEANS,ENGLAND,People in England write aslant like the Europeans,8.0,466,5e2f5468-baae-43f0-961b-4dcd41ab9984,['bf15be4d-7e16-4eae-bde7-5d6f77b1fe02'],[]
ARABIANS,ENGLAND,People in England write aslant like the Arabians,8.0,467,dd2ad891-a3f7-49e7-b91d-d068436b9f45,['bf15be4d-7e16-4eae-bde7-5d6f77b1fe02'],[]
CHINESE,ENGLAND,People in England write aslant like the Chinese,8.0,468,3053c4c0-621b-4368-9aa1-7dbaded03502,['bf15be4d-7e16-4eae-bde7-5d6f77b1fe02'],[]
LEARNED,VULGAR,"The learned people acknowledge the absurdity of the burial practice, but the common people continue to do it",6.0,469,50a2e521-fe4d-442b-9a8b-f63ef7a92af2,['bf15be4d-7e16-4eae-bde7-5d6f77b1fe02'],[]
PERSON,ACCUSER,The person accused is related to the accuser,5.0,470,c9248744-f936-4bc0-a945-c4ea737df783,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
ACCUSER,DEATH,The accuser is punished with death if the accused is found innocent,8.0,471,d3e25787-9e33-41de-8d36-e8eca5186337,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
ACCUSER,GOODS,The accuser's goods are taken to compensate the innocent person,7.0,472,b6f6140c-7824-48b3-9ce3-cc1fcc873f98,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
ACCUSER,LANDS,The accuser's lands are taken to compensate the innocent person,7.0,473,a57a1173-ddb3-45f3-bded-08feae882c1c,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
PERSON,TIME,The innocent person loses time due to the accusation,6.0,474,01d0149d-9361-4975-8b01-9304b58095cb,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
PERSON,IMPRISONMENT,The innocent person endures hardship during their imprisonment,6.0,475,dd900b12-3f41-4855-aee3-4f7b443ec1b4,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
PERSON,CHARGES,The innocent person incurs expenses in their defense,6.0,476,14d07bba-5c3d-483f-abd3-87d540740f67,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
CROWN,GOODS,The crown provides compensation if the accuser's goods are insufficient,5.0,477,2eadf8fe-243d-4008-b97d-0dff8c566392,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
CROWN,LANDS,The crown provides compensation if the accuser's lands are insufficient,5.0,478,7def81e2-e9a1-45d5-a5a2-7b6ec50273d5,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
EMPEROR,PERSON,The emperor confers favor on the innocent person,8.0,479,0b24ca84-86d7-4612-bf3a-f226d93b6dd9,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
EMPEROR,CITY,Proclamation of the innocent person's innocence is made throughout the city,7.0,480,f3293113-060d-41cf-ad3f-d437057054ee,['6798fef0-220e-433a-bea1-a7e42e5be43b'],[]
LILLIPUT,SNILPALL,"In Lilliput, individuals who prove their adherence to the laws are granted the title of Snilpall",8.0,481,7fbafec6-feb2-499a-a25a-d301703f3b3f,['76910b76-8942-4d51-b365-29c2c5933854'],[]
JUSTICE,LILLIPUT,The image of Justice in Lilliputian courts represents the nation's policy of rewarding and punishing its citizens,6.0,482,39c5fc9f-ebd8-4bc8-a9d6-6bfb961a5336,['76910b76-8942-4d51-b365-29c2c5933854'],[]
CIRCUMSPECTION,BAG OF GOLD,"The figure holds a bag of gold in her right hand, indicating a disposition to reward",8.0,483,a7d0dae2-92a9-4b99-b616-679af15e442f,['9861b60f-18c6-44c1-88bb-c75af5a5662c'],[]
CIRCUMSPECTION,SWORD,"The figure holds a sheathed sword in her left hand, indicating a disposition to punish",8.0,484,d699d038-1da3-41d4-ad4a-ed024a5337be,['9861b60f-18c6-44c1-88bb-c75af5a5662c'],[]
PERSONS,GOVERNMENT,Persons are chosen for employments in the government based on good morals,8.0,485,52bacb3c-e054-47c5-8b9b-765d57a8a010,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
PERSONS,TRUTH,Persons are expected to practice truth in their service to the country,6.0,486,a02eae50-4b7d-4932-9f6e-df11f9e754cc,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
PERSONS,JUSTICE,Persons are expected to practice justice in their service to the country,6.0,487,54a5321a-95a3-4980-a891-b6a170a3d594,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
PERSONS,TEMPERANCE,Persons are expected to practice temperance in their service to the country,6.0,488,bbd96d1b-5647-46ad-b41f-37cc79f21c9d,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
PERSONS,EXPERIENCE,Persons are expected to gain experience to qualify for service to the country,4.0,489,94852015-dd93-41d2-b856-ba3c5df88e72,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
PERSONS,GOOD INTENTION,Persons are expected to have a good intention in their service to the country,6.0,490,07936407-ae69-4cdb-a20c-f6e5d4b4e105,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
PERSONS,COUNTRY,Persons are expected to serve their country,8.0,491,fefc920c-0a05-492f-838b-1e4b96491625,['c385a4f4-8646-4a87-aba9-547cf87eb99c'],[]
IGNORANCE,VIRTUOUS DISPOSITION,Mistakes committed by ignorance in a virtuous disposition have less severe consequences than the practices of a corrupt man,8.0,492,4663bcab-e58c-4948-81f1-7f2f3b9fce11,['b0c68824-87de-4c44-94c3-7af8784391d2'],[]
DIVINE PROVIDENCE,KINGS,Kings claim to be appointed by Divine Providence,8.0,493,aef81fc2-6917-4899-8a66-327e10fb99e3,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
KINGS,PUBLIC STATION,Kings hold public positions as representatives of Divine Providence,7.0,494,4a4c023c-4bc6-426d-aa4b-52d23897e380,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
LILLIPUTIANS,KINGS,The Lilliputians find it absurd for a prince to employ people who deny the authority of Divine Providence,6.0,495,c862a9fa-931f-4791-90a9-36198f2f0fab,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
PRINCE,AUTHORITY,A prince exercises authority under the claim of Divine Providence,7.0,496,5e95e502-2f8c-4c3a-81f4-f30e4c7b0f56,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
KINGS,LILLIPUTIANS,Kings rule over the Lilliputians,6.0,497,e0ab2556-3338-40ad-a392-3440fcaf5589,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
ORIGINAL INSTITUTIONS,LAWS,The laws are part of the original institutions,8.0,498,d8be65f6-2e02-4661-adf7-4fbe7c32faac,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
SCANDALOUS CORRUPTIONS,ORIGINAL INSTITUTIONS,The original institutions have been corrupted by scandalous practices,9.0,499,45289466-94f5-486d-a0fb-3eea2dcaa7e6,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
DEGENERATE NATURE OF MAN,SCANDALOUS CORRUPTIONS,The corrupt practices are a result of the degenerate nature of man,9.0,500,c4e60b73-4ffd-439c-8bb0-921893475aa6,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
GRANDFATHER OF THE EMPEROR,EMPEROR,The grandfather of the emperor is a previous ruler,7.0,501,883f527d-18b0-45a4-800a-ba27ca74a4c4,['0af6338e-6fd0-430b-8a40-e293229464e5'],[]
INGRATITUDE,BENEFACTOR,Ingratitude is when someone makes ill returns to their benefactor,8.0,502,9f1853ea-c485-4290-b136-79d33bd80aa8,['01cd9573-4324-43b5-84db-d26716d6baea'],[]
INGRATITUDE,COMMON ENEMY,Someone who shows ingratitude is considered a common enemy to all of mankind,9.0,503,62a85cbe-c3ff-467a-b36d-c989ef1292dd,['01cd9573-4324-43b5-84db-d26716d6baea'],[]
PARENTS,CHILDREN,"In Lilliputian society, parents do not expect their children to feel obligated to them for their existence. Additionally, parents are permitted to visit their children twice a year.",6.5,504,687a7998-eb31-4dbc-b07d-54b0a93bb97e,"['a9660806-7874-4380-8b47-d2d43506e542', 'd230e262-64ee-4546-bfcd-6fe3da33efb0']",[]
PARENTS,NURSERIES,Parents in Lilliputian society are not trusted with the education of their own children.,9.0,505,c6934805-08b5-488b-9cde-57641ad8d246,['a9660806-7874-4380-8b47-d2d43506e542'],[]
PUBLIC NURSERIES,PROFESSORS,Professors in the public nurseries are responsible for preparing children for their future lives.,8.0,506,167beba8-9e07-47aa-a2d9-54d2dd149c0b,['24d1e612-4130-4a57-bd63-51037f4943ae'],[]
MALE NURSERIES,FEMALE,Male nurseries and females are related because females may be involved in the care and upbringing of male children,7.0,507,6ce7202d-64b0-496d-9cb0-84111fde0ad8,['25e40287-c1e3-4c5b-b935-aabe7aa0f6c9'],[]
PROFESSORS,NURSERIES,The professors teach the children in the nurseries,8.0,508,e0d70238-2285-4cd2-8316-12a6f7f587a2,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
DEPUTIES,NURSERIES,The deputies assist the professors in teaching the children in the nurseries,7.0,509,5e38d465-c8d6-4da0-9672-77448cd725b6,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
CHILDREN,NURSERIES,"Children are raised, educated, and instructed in nurseries.",8.5,510,c0627828-0631-4568-a5ac-1b66efd5bdce,"['0d0f267d-6554-4128-b1f9-33426bd4ac83', 'c79fc7ac-8ee7-4489-acc2-33386c0b1dea']",[]
CLOTHES,CHILDREN,The children are provided with plain and simple clothes,6.0,511,a6459d16-a724-4704-bd97-024c2c5fa641,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
FOOD,CHILDREN,The children are provided with plain and simple food,6.0,512,2ba397dc-a741-48d1-9403-eaa427f45aee,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
BUSINESS,CHILDREN,The children are always engaged in some business,8.0,513,36f093ca-f408-4c0d-b566-9154b96b53f6,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
MEN,CHILDREN,The men dress the children until they are four years old,7.0,514,816e28c5-f5ae-4998-b7e9-3495e196fe93,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
WOMEN,CHILDREN,The women perform menial tasks for the children,5.0,515,479c1781-956a-4997-a483-1460c2281007,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
PROFESSOR,CHILDREN,The professor supervises the children during their diversions,8.0,516,28608902-7202-4eb9-80c4-da8e406b5b8a,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
DEPUTY,CHILDREN,The deputy supervises the children during their diversions,7.0,517,199702d2-4eaf-4a06-9890-0a186a9ff4b3,['0d0f267d-6554-4128-b1f9-33426bd4ac83'],[]
PARENTS,PROFESSOR,The professor supervises the visits between parents and children,7.0,518,bd45f204-d776-40bd-8a99-256047b30d1f,['d230e262-64ee-4546-bfcd-6fe3da33efb0'],[]
PARENTS,TOYS,Parents are not allowed to bring toys as presents,3.0,519,a63f704a-53a2-4ac0-8156-bd9e5c19c3fe,['d230e262-64ee-4546-bfcd-6fe3da33efb0'],[]
PARENTS,SWEETMEATS,Parents are not allowed to bring sweetmeats as presents,3.0,520,144ca605-db22-47e5-a624-b54184b85fcc,['d230e262-64ee-4546-bfcd-6fe3da33efb0'],[]
PENSION,EMPERORS OFFICERS,The pension is collected by the officers appointed by the emperor,8.0,521,c69e29f0-d542-4be1-bbee-3e634e981771,['beafc65d-11dd-4914-9abc-62142a56cf00'],[]
NURSERIES,ORDINARY GENTLEMEN,The nurseries are for the children of ordinary gentlemen,6.0,522,8c96f431-ac27-4e30-b5bb-38e018bd8ae6,['beafc65d-11dd-4914-9abc-62142a56cf00'],[]
NURSERIES,MERCHANTS,The nurseries are for the children of merchants,6.0,523,78cc8a98-8d94-49e6-b74b-4a8b48a13363,['beafc65d-11dd-4914-9abc-62142a56cf00'],[]
NURSERIES,TRADERS,The nurseries are for the children of traders,6.0,524,a752f060-8b42-472a-ad06-0facfb8b4842,['beafc65d-11dd-4914-9abc-62142a56cf00'],[]
NURSERIES,HANDICRAFTS,The nurseries are for the children of artisans,6.0,525,7ac31afd-414f-4b0c-ad0e-afc239f96aa8,['beafc65d-11dd-4914-9abc-62142a56cf00'],[]
NURSERIES,APPRENTICES,The nurseries for trades put children out as apprentices,6.0,526,2b362e84-41a6-42a0-bda7-652bb2c07c3b,['beafc65d-11dd-4914-9abc-62142a56cf00'],[]
NURSES,GIRLS,Nurses take care of and educate the young girls in the female nurseries,8.0,527,50748254-ed2c-418a-ab01-02906a2aac33,['05d5f18c-50ba-4e3c-9e24-f58298e2c355'],[]
ORDERLY SERVANTS,GIRLS,Orderly servants dress the young girls in the female nurseries,7.0,528,952de602-7243-4405-9b46-e3adfbfa3017,['05d5f18c-50ba-4e3c-9e24-f58298e2c355'],[]
PROFESSOR,GIRLS,The professor supervises the dressing of the young girls in the female nurseries,9.0,529,75ce8921-6177-4e72-a1cd-d1f6d043578b,['05d5f18c-50ba-4e3c-9e24-f58298e2c355'],[]
DEPUTY,GIRLS,The deputy assists the professor in supervising the dressing of the young girls in the female nurseries,7.0,530,a2e61b01-bc3c-4a7a-81f9-f2699c104383,['05d5f18c-50ba-4e3c-9e24-f58298e2c355'],[]
GIRLS,PARENTS,Parents or guardians take the girls home when they reach marriageable age,8.0,531,4e0c34dd-4498-40aa-8364-838e913fdef7,['811c03f7-11b0-475b-a923-29bbec51a021'],[]
GIRLS,PROFESSORS,The girls express gratitude to the professors when they leave,6.0,532,c70c156b-22a3-4f98-a222-a46aafc04dd2,['811c03f7-11b0-475b-a923-29bbec51a021'],[]
FEMALES,NURSERIES,Females send their children to nurseries for instruction,5.0,533,7196cf85-8f4f-4794-adba-1250849c6843,['c79fc7ac-8ee7-4489-acc2-33386c0b1dea'],[]
CHILDREN,APPRENTICES,Children who are dismissed from nurseries at seven years old are intended for apprenticeship,9.0,534,edd09c9e-26e8-4e76-9eb5-133ee4690787,['c79fc7ac-8ee7-4489-acc2-33386c0b1dea'],[]
MEANER FAMILIES,NURSERIES,Meaner families have children in nurseries and contribute a portion of their earnings for the child's benefit,7.0,535,32ffd18e-6ae4-4312-8c0e-601366ed13ba,['c79fc7ac-8ee7-4489-acc2-33386c0b1dea'],[]
MEANER FAMILIES,STEWARD,Meaner families return a small monthly share of their earnings to the steward of the nursery,6.0,536,b614ed58-784c-4dd0-93e1-71f7ec0bcdd9,['c79fc7ac-8ee7-4489-acc2-33386c0b1dea'],[]
